"RK",TIERS,"PLAYER NAME",TEAM,"FAN PTS","YDS","TDS","REC","YDS","TDS","ATT","YDS","TDS"
"340",13,"Noah Gray",KC,"56.6","0","0","28","305","2","1","1","0"
"341",13,"James Robinson",NO,"0.5","0","0","1","-2","0","1","2","0"
"342",13,"Kyle Philips",TEN,"23.6","0","0","15","181","0","0","0","0"
"343",13,"Brandon Aubrey",DAL,"181","0","0","0","0","0","0","0","0"
"344",13,"Michael Badgley",DET,"26","0","0","0","0","0","0","0","0"
"345",13,"Noah Brown",HOU,"85.1","0","0","33","567","2","1","-1","0"
"346",13,"Ke'Shawn Vaughn",NE,"5.4","0","0","2","2","0","24","42","0"
"347",13,"Malik Davis",DAL,"0","0","0","0","0","0","0","0","0"
"348",13,"Jonnu Smith",ATL,"99.2","0","0","50","582","3","1","0","0"
"349",13,"Kyle Trask",TB,"-0.1","0","0","0","0","0","1","-1","0"
"350",13,"Robert Tonyan",CHI,"16.7","0","0","11","112","0","0","0","0"
"351",13,"Melvin Gordon III",BAL,"18.2","0","0","3","46","0","26","81","1"
"352",13,"Joey Slye",WAS,"102","0","0","0","0","0","0","0","0"
"353",13,"Arizona Cardinals",ARI,"65","0","0","0","0","0","0","0","0"
"354",13,"Cade York",NYG,"0","0","0","0","0","0","0","0","0"
"355",13,"Cole Turner",WAS,"17.5","0","0","11","120","0","0","0","0"
"356",13,"Jauan Jennings",SF,"42","0","0","19","265","1","0","0","0"
"357",13,"Justice Hill",BAL,"95.3","0","0","28","206","1","84","387","3"
"358",13,"Foster Moreau",NO,"35.8","0","0","21","193","1","0","0","0"
"359",13,"Durham Smythe",MIA,"54.1","0","0","35","366","0","0","0","0"
"360",13,"Calvin Austin III",PIT,"44.2","0","0","17","180","1","11","57","1"
"361",13,"Chris Rodriguez Jr.",WAS,"36.9","0","0","2","12","0","51","247","2"
"362",13,"Trent Sherfield",BUF,"20.1","0","0","11","86","1","0","0","0"
"363",13,"Will Levis",TEN,"106","1808","8","0","0","0","25","57","1"
"364",13,"Trey Lance",DAL,"0","0","0","0","0","0","0","0","0"
"365",13,"Ben Skowronek",LAR,"17.5","0","0","8","66","1","2","9","0"
"366",13,"Ryan Succop",FA,"0","0","0","0","0","0","0","0","0"
"367",13,"Robbie Gould",FA,"0","0","0","0","0","0","0","0","0"
"368",13,"Darnell Washington",PIT,"9.6","0","0","7","61","0","0","0","0"
"369",13,"Ameer Abdullah",LV,"31.5","0","0","19","131","0","15","89","0"
"370",13,"Sam Darnold",SF,"24.4","297","2","0","0","0","21","15","1"
"371",13,"Atlanta Falcons",ATL,"95","0","0","0","0","0","0","0","0"
"372",13,"Kalif Raymond",DET,"79.9","0","0","35","489","1","7","75","0"
"373",13,"Jalen Tolbert",DAL,"47.8","0","0","22","268","2","0","0","0"
"374",13,"Raheem Blackshear",CAR,"14.1","0","0","6","45","0","14","46","0"
"375",13,"Demario Douglas",NE,"82.7","0","0","49","561","0","8","41","0"
"376",13,"Will Dissly",SEA,"31.7","0","0","17","172","1","0","0","0"
"377",13,"Clayton Tune",ARI,"9.5","62","0","0","0","0","8","30","1"
"378",13,"Donald Parham Jr.",LAC,"66","0","0","27","285","4","0","0","0"
"379",13,"Albert Okwuegbunam",PHI,"0","0","0","0","0","0","0","0","0"
"380",13,"A.T. Perry",NO,"54.6","0","0","12","246","4","0","0","0"
"381",13,"Chicago Bears",CHI,"120","0","0","0","0","0","0","0","0"
"382",13,"Jaleel McLaughlin",DEN,"90.5","0","0","31","160","2","76","410","1"
"383",13,"Houston Texans",HOU,"131","0","0","0","0","0","0","0","0"
"384",13,"Olamide Zaccheaus",PHI,"33.4","0","0","10","164","2","0","0","0"
"385",13,"Cedrick Wilson Jr.",MIA,"58.6","0","0","22","296","3","0","0","0"
"386",13,"C.J. Uzomah",NYJ,"15.8","0","0","8","58","1","0","0","0"
"387",13,"Kylen Granson",IND,"58","0","0","30","368","1","1","2","0"
"388",13,"KJ Hamler",IND,"0","0","0","0","0","0","0","0","0"
"389",13,"Chad Ryland",NE,"81","0","0","0","0","0","0","0","0"
"390",13,"Tucker Kraft",GB,"63","0","0","31","355","2","0","0","0"
"391",13,"Tyler Scott",CHI,"27.4","0","0","17","168","0","7","41","0"
"392",13,"Dyami Brown",WAS,"29","0","0","12","168","1","1","0","0"
"393",13,"Xavier Hutchinson",HOU,"17.9","0","0","8","90","0","5","49","0"
"394",13,"Mo Alie-Cox",IND,"42.6","0","0","13","161","3","0","0","0"
"395",13,"Justin Watson",KC,"75.5","0","0","27","460","3","0","0","0"
"396",14,"Kenny McIntosh",SEA,"0","0","0","0","0","0","0","0","0"
"397",14,"Kene Nwangwu",MIN,"1.3","0","0","0","0","0","5","13","0"
"398",14,"Blake Grupe",NO,"150","0","0","0","0","0","0","0","0"
"399",14,"Chris Moore",TEN,"57.3","0","0","22","424","0","2","39","0"
"400",14,"Mason Crosby",NYG,"23","0","0","0","0","0","0","0","0"
"401",14,"Jamal Agnew",JAC,"33.3","0","0","14","225","1","4","-2","0"
"402",14,"Harrison Bryant",CLE,"31.4","0","0","13","81","3","5","8","0"
"403",14,"J.D. McKissic",FA,"0","0","0","0","0","0","0","0","0"
"404",14,"Robbie Chosen",MIA,"20.6","0","0","4","126","1","0","0","0"
"405",14,"Rodrigo Blankenship",FA,"0","0","0","0","0","0","0","0","0"
"406",14,"Anders Carlson",GB,"125","0","0","0","0","0","0","0","0"
"407",14,"Demarcus Robinson",LAR,"74.4","0","0","26","371","4","1","23","0"
"408",14,"Chase McLaughlin",TB,"136","0","0","0","0","0","0","0","0"
"409",14,"Brevin Jordan",HOU,"42.4","0","0","17","219","2","0","0","0"
"410",14,"Craig Reynolds",DET,"27.1","0","0","5","47","0","41","179","1"
"411",14,"Marquez Callaway",NO,"0","0","0","0","0","0","0","0","0"
"412",14,"Zach Pascal",ARI,"3.9","0","0","4","19","0","0","0","0"
"413",14,"Kenyan Drake",GB,"2.1","0","0","2","31","0","2","0","0"
"414",14,"Gardner Minshew II",IND,"205.2","3305","15","0","0","0","34","100","3"
"415",14,"Taylor Heinicke",ATL,"70","890","5","0","0","0","15","124","1"
"416",14,"Deneric Prince",KC,"0","0","0","0","0","0","0","0","0"
"417",14,"Tristan Vizcaino",FA,"0","0","0","0","0","0","0","0","0"
"418",14,"Kyle Juszczyk",SF,"31.5","0","0","14","119","2","5","6","0"
"419",14,"Las Vegas Raiders",LV,"146","0","0","0","0","0","0","0","0"
"420",14,"Brock Wright",DET,"21.6","0","0","13","91","1","0","0","0"
"421",14,"Dontrell Hilliard",FA,"0","0","0","0","0","0","0","0","0"
"422",14,"Julius Chestnut",TEN,"0","0","0","0","0","0","0","0","0"
"423",14,"Jordan Akins",CLE,"20.7","0","0","15","132","0","0","0","0"
"424",14,"Trenton Irwin",CIN,"50.1","0","0","25","316","1","0","0","0"
"425",14,"KhaDarel Hodge",ATL,"30.2","0","0","14","232","0","1","0","0"
"426",14,"Deven Thompkins",TB,"26.4","0","0","17","83","1","8","56","0"
"427",14,"Jamison Crowder",WAS,"27.9","0","0","16","159","1","0","0","0"
"428",14,"Jarvis Landry",FA,"0","0","0","0","0","0","0","0","0"
"429",14,"Darrell Henderson Jr.",FA,"38.5","0","0","10","103","0","46","112","2"
"430",14,"Samori Toure",GB,"11.8","0","0","8","78","0","0","0","0"
"431",14,"Peyton Hendershot",DAL,"5.8","0","0","4","38","0","1","0","0"
"432",14,"Colby Parkinson",SEA,"49.2","0","0","25","247","2","0","0","0"
"433",14,"DeAndre Carter",LV,"7.7","0","0","4","39","0","3","18","0"
"434",14,"Parker Washington",JAC,"31.2","0","0","16","132","2","0","0","0"
"435",14,"Tommy Tremble",CAR,"48.9","0","0","23","194","3","0","0","0"
"436",14,"Julio Jones",PHI,"30.9","0","0","11","74","3","0","0","0"
"437",14,"Jalen Nailor",MIN,"4.4","0","0","3","29","0","0","0","0"
"438",14,"Brandon Johnson",DEN,"63.9","0","0","19","284","4","0","0","0"
"439",14,"Josh Oliver",MIN,"42.3","0","0","22","213","2","0","0","0"
"440",14,"Charlie Jones",CIN,"17.2","0","0","7","64","0","2","13","0"
"441",14,"Mike White",MIA,"3.1","74","1","0","0","0","8","-9","0"
"442",14,"Ronnie Rivers",LAR,"17.6","0","0","5","22","0","32","129","0"
"443",14,"Brenton Strange",JAC,"12","0","0","5","35","1","0","0","0"
"444",14,"Mike Boone",CAR,"9.8","0","0","7","40","0","5","23","0"
"445",14,"Ty Montgomery II",FA,"7.4","0","0","5","40","0","3","9","0"
"446",14,"Marquise Goodwin",CLE,"12","0","0","4","67","0","4","33","0"
"447",14,"Velus Jones Jr.",CHI,"9.1","0","0","4","20","0","8","51","0"
"448",14,"Aidan O'Connell",LV,"132.8","2218","12","0","0","0","17","11","1"
"449",14,"Darrel Williams",FA,"0","0","0","0","0","0","0","0","0"
"450",14,"Kevin Harris",NE,"19.8","0","0","3","58","0","16","65","1"
"451",14,"Emari Demercado",ARI,"62.8","0","0","21","119","0","58","284","2"
"452",14,"Jeremy Ruckert",NYJ,"23.1","0","0","16","151","0","0","0","0"
"453",14,"Tre'Quan Smith",DEN,"0","0","0","0","0","0","0","0","0"
"454",14,"Scott Miller",ATL,"33.6","0","0","11","161","2","0","0","0"
"455",14,"Brandon Bolden",LV,"11.1","0","0","0","0","0","4","31","1"
"456",14,"Dontayvion Wicks",GB,"100.3","0","0","39","581","4","1","1","0"
"457",14,"Jameis Winston",NO,"15","264","2","0","0","0","5","-6","0"
"458",14,"Jimmy Graham",NO,"30.9","0","0","6","39","4","0","0","0"
"459",15,"Keaton Mitchell",BAL,"65.4","0","0","9","93","0","47","396","2"
"460",15,"Ty Johnson",BUF,"28.9","0","0","7","62","1","30","132","0"
"461",15,"Andrei Iosivas",CIN,"43.1","0","0","15","116","4","0","0","0"
"462",15,"Mark Ingram II",FA,"0","0","0","0","0","0","0","0","0"
"463",15,"Rakim Jarrett",TB,"8","0","0","4","60","0","1","0","0"
"464",15,"Equanimeous St. Brown",CHI,"8.7","0","0","5","62","0","0","0","0"
"465",15,"Travis Homer",CHI,"0","0","0","0","0","0","0","0","0"
"466",15,"Jalen Guyton",LAC,"19.9","0","0","10","89","1","0","0","0"
"467",15,"Tanner Brown",FA,"0","0","0","0","0","0","0","0","0"
"468",15,"Teagan Quitoriano",HOU,"4.3","0","0","2","33","0","0","0","0"
"469",15,"Colt McCoy",FA,"0","0","0","0","0","0","0","0","0"
"470",15,"Ian Thomas",CAR,"8.1","0","0","5","56","0","0","0","0"
"471",15,"Emanuel Wilson",GB,"12.8","0","0","4","23","0","14","85","0"
"472",15,"Chris Brooks",MIA,"10.6","0","0","0","0","0","19","106","0"
"473",15,"Anthony McFarland Jr.",PIT,"2.1","0","0","2","11","0","0","0","0"
"474",15,"Corey Clement",FA,"0","0","0","0","0","0","0","0","0"
"475",15,"Erik Ezukanma",MIA,"2.2","0","0","0","0","0","5","22","0"
"476",15,"John Bates",WAS,"24.6","0","0","19","151","0","0","0","0"
"477",15,"Kenny Golladay",FA,"0","0","0","0","0","0","0","0","0"
"478",15,"Tyler Huntley",BAL,"25.6","203","3","0","0","0","15","55","0"
"479",15,"Elijah Higgins",ARI,"29.3","0","0","14","163","1","0","0","0"
"480",15,"James Mitchell",DET,"3.8","0","0","2","28","0","0","0","0"
"481",15,"Dare Ogunbowale",HOU,"9.3","0","0","2","18","0","8","35","0"
"482",15,"Josiah Deguara",GB,"10.5","0","0","8","65","0","0","0","0"
"483",15,"Josh Whyle",TEN,"19.9","0","0","9","94","1","0","0","0"
"484",15,"Ko Kieft",TB,"6.7","0","0","1","2","1","0","0","0"
"485",15,"Rex Burkhead",FA,"0","0","0","0","0","0","0","0","0"
"486",15,"Malik Willis",TEN,"3.1","74","0","0","0","0","5","21","0"
"487",15,"Tre Tucker",LV,"62.3","0","0","19","331","2","10","77","0"
"488",15,"Elijah Dotson",LAC,"2.9","0","0","2","13","0","4","6","0"
"489",15,"Zach Wilson",NYJ,"126.9","2271","8","0","0","0","36","211","0"
"490",15,"Hunter Long",LAR,"0","0","0","0","0","0","0","0","0"
"491",15,"Brandon Powell",MIN,"52.6","0","0","29","324","1","5","17","0"
"492",15,"Jason Brownlee",NYJ,"14.1","0","0","5","56","1","0","0","0"
"493",15,"Bailey Zappe",NE,"78.2","1272","6","0","0","0","17","83","1"
"494",15,"Danny Gray",SF,"0","0","0","0","0","0","0","0","0"
"495",15,"Jarrett Stidham",DEN,"27.6","496","2","0","0","0","9","8","0"
"496",15,"Justin Shorter",BUF,"0","0","0","0","0","0","0","0","0"
"497",15,"Randy Bullock",NYG,"29","0","0","0","0","0","0","0","0"
"498",15,"River Cracraft",MIA,"22.6","0","0","9","121","1","0","0","0"
"499",15,"Andy Dalton",CAR,"23.6","361","2","0","0","0","3","12","0"
"500",15,"Brycen Hopkins",LAR,"10.3","0","0","5","78","0","0","0","0"
"501",15,"Tyler Kroft",MIA,"0","0","0","0","0","0","0","0","0"
"502",15,"Alec Ingold",MIA,"18.4","0","0","13","119","0","2","0","0"
"503",15,"Connor Heyward",PIT,"28.2","0","0","23","167","0","1","0","0"
"504",15,"Dee Eskridge",SEA,"0.5","0","0","0","0","0","2","5","0"
"505",15,"Tre' McKitty",BUF,"0","0","0","0","0","0","0","0","0"
"506",15,"Tyler Davis",FA,"0","0","0","0","0","0","0","0","0"
"507",15,"Derius Davis",LAC,"28.2","0","0","15","66","0","14","101","0"
"508",15,"Shi Smith",TEN,"0","0","0","0","0","0","0","0","0"
"509",15,"Brian Hoyer",LV,"6.9","231","0","0","0","0","3","-3","0"
"510",15,"Jack Stoll",PHI,"6.3","0","0","5","38","0","0","0","0"
"511",15,"Gary Brightwell",NYG,"9.1","0","0","5","47","0","9","19","0"
"512",15,"Drew Sample",CIN,"39.3","0","0","22","163","2","0","0","0"
"513",15,"Johnny Mundt",MIN,"31.7","0","0","17","172","1","0","0","0"
"514",15,"Trey Sermon",IND,"18.8","0","0","3","13","0","35","160","0"
"515",15,"Caleb Shudak",FA,"0","0","0","0","0","0","0","0","0"
"516",15,"Zack Kuntz",NYJ,"0","0","0","0","0","0","0","0","0"
"517",15,"N'Keal Harry",MIN,"0","0","0","0","0","0","0","0","0"
"518",15,"Carson Wentz",LAR,"27.1","163","2","0","0","0","17","56","1"
"519",15,"Trevon Wesco",TEN,"2.6","0","0","1","21","0","0","0","0"
"520",15,"Byron Pringle",WAS,"21.1","0","0","14","161","0","0","0","0"
"521",15,"Charlie Kolar",BAL,"18.2","0","0","7","87","1","0","0","0"
"522",15,"Malik Heath",GB,"26","0","0","15","125","1","0","0","0"
"523",15,"Marcus Mariota",PHI,"12.8","164","1","0","0","0","8","52","0"
"524",15,"Demetric Felton Jr.",CIN,"0","0","0","0","0","0","0","0","0"
"525",15,"Quintin Morris",BUF,"9.6","0","0","2","26","1","0","0","0"
"526",15,"Denzel Mims",PIT,"0","0","0","0","0","0","0","0","0"
"527",15,"Nick Bawden",NYJ,"10","0","0","3","21","0","2","4","1"
"528",15,"Ray-Ray McCloud III",SF,"22.5","0","0","12","135","0","3","30","0"
"529",15,"Mitchell Wilcox",CIN,"10.1","0","0","9","56","0","0","0","0"
"530",15,"Blake Bell",KC,"9.1","0","0","5","26","1","0","0","0"
"531",15,"Luke Farrell",JAC,"22","0","0","13","155","0","0","0","0"
"532",15,"Sammy Watkins",FA,"0","0","0","0","0","0","0","0","0"
"533",15,"Davis Mills",HOU,"17.8","173","2","0","0","0","2","9","0"
"534",15,"Grant Calcaterra",PHI,"5.9","0","0","4","39","0","0","0","0"
"535",15,"David Moore",TB,"17.9","0","0","5","94","1","0","0","0"
"536",15,"Dorian Thompson-Robinson",CLE,"26.1","440","1","0","0","0","14","65","0"
"537",15,"Tanner Conner",MIA,"0","0","0","0","0","0","0","0","0"
"538",15,"O.J. Howard",FA,"0","0","0","0","0","0","0","0","0"
"539",15,"Tylan Wallace",BAL,"7.6","0","0","1","11","0","0","0","0"
"540",15,"Stetson Bennett",LAR,"0","0","0","0","0","0","0","0","0"
"541",15,"Keith Kirkwood",NO,"12.2","0","0","5","37","1","0","0","0"
"542",15,"Andrew Ogletree",IND,"31.2","0","0","9","147","2","0","0","0"
"543",15,"Jesper Horsted",LV,"0.9","0","0","1","4","0","0","0","0"
"544",15,"C.J. Ham",MIN,"6.7","0","0","7","25","0","1","7","0"
"545",15,"Ronnie Bell",SF,"27.8","0","0","6","68","3","0","0","0"
"546",15,"Jody Fortson",KC,"0","0","0","0","0","0","0","0","0"
"547",15,"Caleb Huntley",FA,"0","0","0","0","0","0","0","0","0"
"548",15,"Tony Jones Jr.",ARI,"28.7","0","0","7","37","0","26","95","2"
"549",15,"Ihmir Smith-Marsette",CAR,"28.5","0","0","8","51","0","8","74","1"
"550",15,"Tiyon Evans",FA,"0","0","0","0","0","0","0","0","0"
"551",15,"Ross Dwelley",SF,"1.7","0","0","1","12","0","0","0","0"
"552",15,"Jalen Reagor",NE,"25","0","0","7","138","0","1","17","0"
"553",15,"Hendon Hooker",DET,"0","0","0","0","0","0","0","0","0"
"554",15,"Will Mallory",IND,"29.7","0","0","18","207","0","0","0","0"
"555",16,"MyCole Pruitt",ATL,"21.5","0","0","9","110","1","0","0","0"
"556",16,"Chris Manhertz",DEN,"2.6","0","0","2","16","0","0","0","0"
"557",16,"Cam Sims",CAR,"0","0","0","0","0","0","0","0","0"
"558",16,"Julian Hill",MIA,"5.8","0","0","6","48","0","0","0","0"
"559",16,"Snoop Conner",JAC,"0","0","0","0","0","0","0","0","0"
"560",16,"Scotty Washington",BAL,"0","0","0","0","0","0","0","0","0"
"561",16,"Davis Allen",LAR,"20.5","0","0","10","95","1","0","0","0"
"562",16,"Jake Bobo",SEA,"47.4","0","0","19","196","2","1","3","1"
"563",16,"Anthony Schwartz",MIA,"0","0","0","0","0","0","0","0","0"
"564",16,"Marcedes Lewis",CHI,"10.9","0","0","4","29","1","0","0","0"
"565",16,"Teddy Bridgewater",DET,"-0.2","0","0","0","0","0","2","-2","0"
"566",16,"Elijah Cooks",JAC,"5.3","0","0","3","38","0","0","0","0"
"567",16,"Tyler Davis",GB,"0","0","0","0","0","0","0","0","0"
"568",16,"Patrick Ricard",BAL,"13.7","0","0","5","52","1","0","0","0"
"569",16,"Giovanni Ricci",CAR,"0.7","0","0","1","2","0","0","0","0"
"570",16,"Jakob Johnson",LV,"1.7","0","0","1","12","0","0","0","0"
"571",16,"Matt Corral",FA,"0","0","0","0","0","0","0","0","0"
"572",16,"Tyrod Taylor",NYG,"90.3","1341","5","0","0","0","38","197","0"
"573",16,"Sean Clifford",GB,"1.3","37","0","0","0","0","3","-2","0"
"574",16,"Shane Zylstra",DET,"0","0","0","0","0","0","0","0","0"
"575",16,"Dareke Young",SEA,"0","0","0","0","0","0","0","0","0"
"576",16,"Armani Rogers",WAS,"0","0","0","0","0","0","0","0","0"
"577",16,"Blaine Gabbert",KC,"8.9","185","0","0","0","0","7","45","0"
"578",16,"Eric Saubert",HOU,"2.7","0","0","3","12","0","0","0","0"
"579",16,"Jake Browning",CIN,"150.9","1936","12","0","0","0","27","127","3"
"580",16,"Easton Stick",LAC,"68.1","1129","3","0","0","0","27","144","1"
"581",16,"Andrew Beck",HOU,"33.3","0","0","11","55","2","5","3","1"
"582",16,"Jalen Brooks",DAL,"9.4","0","0","6","64","0","0","0","0"
"583",16,"Cooper Rush",DAL,"4.3","144","0","0","0","0","12","-5","0"
"584",16,"Tommy Sweeney",FA,"0","0","0","0","0","0","0","0","0"
"585",16,"KaVontae Turpin",DAL,"53.7","0","0","12","127","3","11","110","1"
"586",16,"Montrell Washington",KC,"0","0","0","0","0","0","0","0","0"
"587",16,"Bryan Edwards",FA,"0","0","0","0","0","0","0","0","0"
"588",16,"Payne Durham",TB,"8.3","0","0","5","58","0","0","0","0"
"589",16,"Phillip Dorsett II",DEN,"0","0","0","0","0","0","0","0","0"
"590",16,"Pharaoh Brown",NE,"31.3","0","0","13","208","1","0","0","0"
"591",16,"Gunner Olszewski",NYG,"2.5","0","0","1","0","0","0","0","0"
"592",16,"Lil'Jordan Humphrey",DEN,"40.7","0","0","13","162","3","0","0","0"
"593",16,"Dax Milne",WAS,"0","0","0","0","0","0","0","0","0"
"594",16,"Charlie Woerner",SF,"4.7","0","0","3","32","0","0","0","0"
"595",16,"Mitch Trubisky",PIT,"53.7","632","4","0","0","0","16","54","2"
"596",16,"Drew Lock",SEA,"32.1","543","3","0","0","0","5","14","0"
"597",16,"Kristian Wilkerson",LV,"0","0","0","0","0","0","0","0","0"
"598",16,"Geoff Swaim",ARI,"14.4","0","0","10","94","0","0","0","0"
"599",16,"Colton Dowell",TEN,"0.8","0","0","1","3","0","0","0","0"
"600",16,"Tim Jones",JAC,"13.8","0","0","11","83","0","0","0","0"
"601",16,"C.J. Beathard",JAC,"21.5","349","1","0","0","0","8","35","0"
"602",16,"Miles Boykin",PIT,"3.2","0","0","3","17","0","0","0","0"
