"RK",TIERS,"PLAYER NAME",TEAM,"FAN PTS","YDS","TDS","REC","YDS","TDS","ATT","YDS","TDS"
"240",11,"Jake Elliott",PHI,"9.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"241",11,"Zach Ertz",FA,"5.5","0.0","0.0","3.9","26.7","0.1","0.0","0.0","0.0"
"242",11,"Kyler Murray",ARI,"17.7","215.0","0.8","0.0","0.0","0.0","5.8","31.0","0.6"
"243",11,"Green Bay Packers",GB,"5.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"244",11,"Los Angeles Chargers",LAC,"6.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"245",11,"Tampa Bay Buccaneers",TB,"6.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"246",11,"Sean Tucker",TB,"0.8","0.0","0.0","0.4","1.8","0.0","3.0","4.6","0.0"
"247",11,"Terrace Marshall Jr.",CAR,"2.8","0.0","0.0","2.3","16.8","0.0","0.0","0.0","0.0"
"248",11,"Cade Otton",TB,"6.1","0.0","0.0","3.0","29.1","0.3","0.0","0.0","0.0"
"249",11,"Tyler Conklin",NYJ,"5.5","0.0","0.0","3.6","37.4","0.0","0.0","0.0","0.0"
"250",11,"Deuce Vaughn",DAL,"1.6","0.0","0.0","1.0","5.0","0.0","3.5","6.3","0.0"
"251",11,"Richie James Jr.",KC,"0.7","0.0","0.0","0.7","6.5","0.0","0.0","0.0","0.0"
"252",11,"Graham Gano",NYG,"6.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"253",11,"Chase Edmonds",TB,"1.9","0.0","0.0","0.8","4.4","0.0","3.2","10.8","0.0"
"254",11,"Greg Joseph",MIN,"7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"255",11,"Kareem Hunt",CLE,"7.7","0.0","0.0","1.0","6.2","0.0","9.8","30.8","0.6"
"256",11,"Desmond Ridder",ATL,"13.3","194.5","0.8","0.0","0.0","0.0","3.9","14.8","0.4"
"257",11,"Greg Zuerlein",NYJ,"8.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"258",11,"Jacksonville Jaguars",JAC,"6.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"259",11,"Josh Reynolds",DET,"7.0","0.0","0.0","2.4","38.2","0.4","0.0","0.0","0.0"
"260",11,"Isaiah Likely",BAL,"3.7","0.0","0.0","1.6","20.1","0.1","0.0","0.0","0.0"
"261",11,"Michael Carter",ARI,"2.6","0.0","0.0","1.8","7.8","0.0","1.6","9.1","0.0"
"262",11,"Chase Brown",CIN,"3.7","0.0","0.0","1.1","12.3","0.1","3.0","13.1","0.0"
"263",11,"Mack Hollins",ATL,"3.4","0.0","0.0","1.8","25.1","0.0","0.0","0.0","0.0"
"264",11,"Marvin Jones Jr.",FA,"0.7","0.0","0.0","0.8","5.8","0.0","0.0","0.0","0.0"
"265",11,"Puka Nacua",LAR,"14.5","0.0","0.0","6.4","88.5","0.3","0.7","4.7","0.0"
"266",11,"Wil Lutz",DEN,"8.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"267",11,"Matt Gay",IND,"9.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"268",11,"Michael Wilson",ARI,"7.0","0.0","0.0","2.8","43.5","0.2","0.0","0.0","0.0"
"269",11,"Kendrick Bourne",NE,"10.2","0.0","0.0","4.6","50.8","0.5","0.1","0.5","0.0"
"270",11,"Pierre Strong Jr.",CLE,"2.2","0.0","0.0","0.4","3.4","0.0","2.9","12.5","0.1"
"271",11,"Keaontay Ingram",KC,"1.7","0.0","0.0","0.6","3.7","0.0","5.0","10.6","0.0"
"272",11,"Baker Mayfield",TB,"17.1","236.8","1.7","0.0","0.0","0.0","3.6","10.9","0.1"
"273",11,"Tyquan Thornton",NE,"2.0","0.0","0.0","1.3","8.0","0.0","0.3","6.0","0.0"
"274",11,"Leonard Fournette",BUF,"2.0","0.0","0.0","0.0","0.0","0.0","5.0","20.0","0.0"
"275",11,"Indianapolis Colts",IND,"8.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"276",11,"Nick Folk",TEN,"8.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"277",11,"Sterling Shepard",NYG,"1.0","0.0","0.0","0.6","3.3","0.1","0.0","0.0","0.0"
"278",11,"Seattle Seahawks",SEA,"6.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"279",11,"Carolina Panthers",CAR,"3.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"280",11,"Jelani Woods",IND,"0","0","0","0","0","0","0","0","0"
"281",11,"Khalil Shakir",BUF,"4.9","0.0","0.0","1.9","31.1","0.1","0.0","0.0","0.0"
"282",11,"Isaiah Spiller",LAC,"1.8","0.0","0.0","0.5","3.0","0.0","4.5","12.1","0.0"
"283",11,"Riley Patterson",FA,"6.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"284",12,"Logan Thomas",WAS,"6.3","0.0","0.0","3.5","33.2","0.2","0.1","0.2","0.0"
"285",12,"Chris Boswell",PIT,"7.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"286",12,"Zach Evans",LAR,"0.5","0.0","0.0","0.0","0.0","0.0","2.7","5.3","0.0"
"287",12,"Latavius Murray",BUF,"5.3","0.0","0.0","1.2","8.5","0.0","5.6","21.4","0.3"
"288",12,"Tennessee Titans",TEN,"5.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"289",12,"Chris Evans",CIN,"0.2","0.0","0.0","0.1","-0.1","0.0","0.3","1.7","0.0"
"290",12,"Dustin Hopkins",CLE,"10.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"291",12,"New York Giants",NYG,"5.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"292",12,"Los Angeles Rams",LAR,"4.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"293",12,"Jake Moody",SF,"8.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"294",12,"Matt Breida",NYG,"2.7","0.0","0.0","1.1","6.1","0.0","3.9","10.8","0.1"
"295",12,"Detroit Lions",DET,"5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"296",12,"Justyn Ross",KC,"0.7","0.0","0.0","0.4","4.9","0.0","0.0","0.0","0.0"
"297",12,"Matt Prater",ARI,"7.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"298",12,"Cameron Dicker",LAC,"8.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"299",12,"Israel Abanikanda",NYJ,"1.2","0.0","0.0","0.8","4.0","0.0","2.0","4.5","0.0"
"300",12,"Cairo Santos",CHI,"8.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"301",12,"Laviska Shenault Jr.",CAR,"2.1","0.0","0.0","1.3","7.5","0.0","1.5","6.9","0.0"
"302",12,"Cedric Tillman",CLE,"2.2","0.0","0.0","1.4","14.5","0.0","0.1","0.7","0.0"
"303",12,"Quez Watkins",PHI,"1.2","0.0","0.0","1.0","7.0","0.0","0.0","0.0","0.0"
"304",12,"Braxton Berrios",MIA,"3.1","0.0","0.0","1.8","16.8","0.1","0.1","0.8","0.0"
"305",12,"Isaiah McKenzie",IND,"0.9","0.0","0.0","0.8","6.3","0.0","0.2","1.1","0.0"
"306",12,"Boston Scott",PHI,"1.5","0.0","0.0","0.4","5.2","0.0","1.6","7.8","0.0"
"307",12,"Jordan Mason",SF,"2.9","0.0","0.0","0.2","1.5","0.0","2.5","12.8","0.2"
"308",12,"Ka'imi Fairbairn",HOU,"9.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"309",12,"Minnesota Vikings",MIN,"7.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"310",12,"Nick Westbrook-Ikhine",TEN,"5.1","0.0","0.0","2.0","26.4","0.2","0.0","0.0","0.0"
"311",12,"JaMycal Hasty",NE,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"312",12,"Rico Dowdle",DAL,"5.1","0.0","0.0","1.0","6.4","0.1","5.6","22.2","0.1"
"313",12,"D'Ernest Johnson",JAC,"2.1","0.0","0.0","0.7","10.0","0.0","2.6","7.6","0.0"
"314",12,"Tutu Atwell",LAR,"6.9","0.0","0.0","2.8","36.6","0.2","0.3","2.7","0.0"
"315",12,"Kayshon Boutte",NE,"1.0","0.0","0.0","0.7","6.3","0.0","0.0","0.0","0.0"
"316",12,"Devin Duvernay",BAL,"0.4","0.0","0.0","0.3","1.4","0.0","0.3","1.2","0.0"
"317",12,"Austin Hooper",LV,"1.7","0.0","0.0","1.1","11.0","0.0","0.0","0.0","0.0"
"318",12,"Salvon Ahmed",MIA,"3.9","0.0","0.0","1.8","9.8","0.1","2.4","6.8","0.1"
"319",12,"Daniel Bellinger",NYG,"1.8","0.0","0.0","1.2","12.4","0.0","0.0","0.0","0.0"
"320",12,"Tyrion Davis-Price",SF,"2.1","0.0","0.0","0.0","0.0","0.0","6.0","21.0","0.0"
"321",12,"Ronald Jones II",FA,"0","0","0","0","0","0","0","0","0"
"322",12,"Trayveon Williams",CIN,"0.8","0.0","0.0","0.5","0.7","0.0","0.9","4.9","0.0"
"323",12,"Deonte Harty",BUF,"1.8","0.0","0.0","1.0","9.9","0.1","0.3","0.0","0.0"
"324",12,"Greg Dortch",ARI,"2.1","0.0","0.0","1.0","10.7","0.1","0.1","0.4","0.0"
"325",13,"Trey Palmer",TB,"3.8","0.0","0.0","2.1","17.8","0.1","0.2","1.6","0.0"
"326",13,"Brett Maher",FA,"10.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"327",13,"Myles Gaskin",MIN,"0","0","0","0","0","0","0","0","0"
"328",13,"Eric Gray",NYG,"0.5","0.0","0.0","0.4","0.6","0.0","1.2","2.5","0.0"
"329",13,"Adam Trautman",DEN,"3.2","0.0","0.0","1.4","12.4","0.2","0.0","0.0","0.0"
"330",13,"Jacoby Brissett",WAS,"7.0","62.0","1.0","0.0","0.0","0.0","1.0","4.5","0.0"
"331",13,"Zonovan Knight",DET,"1.3","0.0","0.0","0.5","4.0","0.0","1.5","6.5","0.0"
"332",13,"DeeJay Dallas",SEA,"0.4","0.0","0.0","0.4","1.9","0.0","0.6","2.4","0.0"
"333",13,"David Bell",CLE,"1.5","0.0","0.0","0.6","7.2","0.1","0.0","0.0","0.0"
"334",13,"DeWayne McBride",MIN,"0","0","0","0","0","0","0","0","0"
"335",13,"Randall Cobb",NYJ,"1.5","0.0","0.0","0.4","3.9","0.1","0.0","0.0","0.0"
"336",13,"Eddy Pineiro",CAR,"7.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"337",13,"Nelson Agholor",BAL,"4.4","0.0","0.0","1.8","22.4","0.2","0.0","0.0","0.0"
"338",13,"Joshua Dobbs",MIN,"16.2","189.5","1.0","0.0","0.0","0.0","5.9","32.4","0.5"
"339",13,"Luke Schoonmaker",DAL,"1.5","0.0","0.0","0.5","4.4","0.1","0.0","0.0","0.0"
"340",13,"Noah Gray",KC,"3.7","0.0","0.0","1.7","20.2","0.1","0.1","0.1","0.0"
"341",13,"Kyle Philips",TEN,"2.6","0.0","0.0","1.6","20.8","0.0","0.0","0.0","0.0"
"342",13,"Michael Badgley",DET,"6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"343",13,"Brandon Aubrey",DAL,"10.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"344",13,"James Robinson",NO,"0.5","0.0","0.0","1.0","-2.0","0.0","1.0","2.0","0.0"
"345",13,"Noah Brown",HOU,"9.8","0.0","0.0","3.6","65.1","0.3","0.1","-0.1","0.0"
"346",13,"Ke'Shawn Vaughn",NE,"1.1","0.0","0.0","0.4","0.4","0.0","4.8","8.4","0.0"
"347",13,"Malik Davis",DAL,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"348",13,"Jonnu Smith",ATL,"6.0","0.0","0.0","3.1","37.2","0.1","0.1","0.0","0.0"
"349",13,"Robert Tonyan",CHI,"0.7","0.0","0.0","0.5","4.1","0.0","0.0","0.0","0.0"
"350",13,"Kyle Trask",TB,"-0.1","0.0","0.0","0.0","0.0","0.0","0.5","-0.5","0.0"
"351",13,"Arizona Cardinals",ARI,"3.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"352",13,"Melvin Gordon III",BAL,"5.7","0.0","0.0","1.5","23.0","0.0","6.5","26.5","0.0"
"353",13,"Joey Slye",WAS,"6.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"354",13,"Cade York",NYG,"0","0","0","0","0","0","0","0","0"
"355",13,"Jauan Jennings",SF,"3.2","0.0","0.0","1.5","20.4","0.1","0.0","0.0","0.0"
"356",13,"Justice Hill",BAL,"4.9","0.0","0.0","1.3","6.5","0.0","5.5","24.1","0.2"
"357",13,"Cole Turner",WAS,"1.6","0.0","0.0","1.0","10.9","0.0","0.0","0.0","0.0"
"358",13,"Durham Smythe",MIA,"2.7","0.0","0.0","1.8","17.4","0.0","0.0","0.0","0.0"
"359",13,"Foster Moreau",NO,"2.6","0.0","0.0","1.5","13.6","0.1","0.0","0.0","0.0"
"360",13,"Calvin Austin III",PIT,"2.9","0.0","0.0","1.1","12.0","0.1","0.7","3.3","0.1"
"361",13,"Trent Sherfield",BUF,"0.7","0.0","0.0","0.6","4.4","0.0","0.0","0.0","0.0"
"362",13,"Chris Rodriguez Jr.",WAS,"1.8","0.0","0.0","0.1","0.5","0.0","4.1","18.9","0.0"
"363",13,"Ben Skowronek",LAR,"1.0","0.0","0.0","0.4","3.1","0.1","0.1","0.6","0.0"
"364",13,"Will Levis",TEN,"13.4","224.0","1.0","0.0","0.0","0.0","3.1","7.1","0.1"
"365",13,"Trey Lance",DAL,"0","0","0","0","0","0","0","0","0"
"366",13,"Robbie Gould",FA,"0","0","0","0","0","0","0","0","0"
"367",13,"Ryan Succop",FA,"0","0","0","0","0","0","0","0","0"
"368",13,"Darnell Washington",PIT,"0.6","0.0","0.0","0.5","4.1","0.0","0.0","0.0","0.0"
"369",13,"Ameer Abdullah",LV,"1.8","0.0","0.0","1.1","7.5","0.0","0.9","5.3","0.0"
"370",13,"Sam Darnold",SF,"0.0","3.9","0.0","0.0","0.0","0.0","1.6","-1.6","0.0"
"371",13,"Atlanta Falcons",ATL,"5.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"372",13,"Kalif Raymond",DET,"4.8","0.0","0.0","2.1","28.5","0.1","0.4","4.8","0.0"
"373",13,"Jalen Tolbert",DAL,"2.3","0.0","0.0","1.2","14.3","0.1","0.0","0.0","0.0"
"374",13,"Demario Douglas",NE,"5.9","0.0","0.0","3.5","40.3","0.0","0.4","2.6","0.0"
"375",13,"Raheem Blackshear",CAR,"1.4","0.0","0.0","0.8","5.6","0.0","1.6","5.0","0.0"
"376",13,"Will Dissly",SEA,"1.4","0.0","0.0","1.0","9.2","0.0","0.0","0.0","0.0"
"377",13,"Albert Okwuegbunam",PHI,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"378",13,"A.T. Perry",NO,"4.3","0.0","0.0","1.0","23.5","0.3","0.0","0.0","0.0"
"379",13,"Donald Parham Jr.",LAC,"4.2","0.0","0.0","1.7","15.5","0.3","0.0","0.0","0.0"
"380",13,"Clayton Tune",ARI,"1.6","10.3","0.0","0.0","0.0","0.0","1.2","4.8","0.2"
"381",13,"Chicago Bears",CHI,"6.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"382",13,"Olamide Zaccheaus",PHI,"2.2","0.0","0.0","0.6","10.3","0.1","0.0","0.0","0.0"
"383",13,"Cedrick Wilson Jr.",MIA,"3.4","0.0","0.0","1.3","16.9","0.2","0.0","0.0","0.0"
"384",13,"Jaleel McLaughlin",DEN,"5.3","0.0","0.0","1.7","8.0","0.1","4.1","23.1","0.1"
"385",13,"Houston Texans",HOU,"6.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"386",13,"C.J. Uzomah",NYJ,"1.3","0.0","0.0","0.7","4.8","0.1","0.0","0.0","0.0"
"387",13,"Kylen Granson",IND,"3.7","0.0","0.0","1.9","22.5","0.1","0.1","0.2","0.0"
"388",13,"Chad Ryland",NE,"4.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"389",13,"KJ Hamler",IND,"0","0","0","0","0","0","0","0","0"
"390",13,"Tyler Scott",CHI,"1.7","0.0","0.0","1.0","10.1","0.0","0.5","2.9","0.0"
"391",13,"Tucker Kraft",GB,"3.0","0.0","0.0","1.3","15.4","0.1","0.0","0.0","0.0"
"392",13,"Dyami Brown",WAS,"2.1","0.0","0.0","0.9","12.0","0.1","0.1","0.0","0.0"
"393",13,"Xavier Hutchinson",HOU,"1.1","0.0","0.0","0.3","4.8","0.0","0.4","4.1","0.0"
"394",13,"Mo Alie-Cox",IND,"2.5","0.0","0.0","0.6","8.9","0.2","0.0","0.0","0.0"
"395",13,"Justin Watson",KC,"4.5","0.0","0.0","1.7","29.3","0.2","0.0","0.0","0.0"
"396",14,"Kene Nwangwu",MIN,"0.3","0.0","0.0","0.0","0.0","0.0","1.0","2.6","0.0"
"397",14,"Blake Grupe",NO,"8.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"398",14,"Mason Crosby",NYG,"0","0","0","0","0","0","0","0","0"
"399",14,"Chris Moore",TEN,"3.4","0.0","0.0","1.2","25.2","0.0","0.1","2.8","0.0"
"400",14,"Kenny McIntosh",SEA,"0","0","0","0","0","0","0","0","0"
"401",14,"Jamal Agnew",JAC,"2.8","0.0","0.0","1.2","17.8","0.1","0.4","-0.2","0.0"
"402",14,"Rodrigo Blankenship",FA,"0","0","0","0","0","0","0","0","0"
"403",14,"Harrison Bryant",CLE,"2.0","0.0","0.0","0.7","4.4","0.2","0.4","0.6","0.0"
"404",14,"Robbie Chosen",MIA,"3.0","0.0","0.0","0.5","17.8","0.2","0.0","0.0","0.0"
"405",14,"Demarcus Robinson",LAR,"5.8","0.0","0.0","1.8","25.4","0.4","0.1","2.1","0.0"
"406",14,"J.D. McKissic",FA,"0","0","0","0","0","0","0","0","0"
"407",14,"Anders Carlson",GB,"7.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"408",14,"Chase McLaughlin",TB,"7.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"409",14,"Brevin Jordan",HOU,"3.0","0.0","0.0","1.3","17.3","0.1","0.0","0.0","0.0"
"410",14,"Craig Reynolds",DET,"2.1","0.0","0.0","0.4","3.6","0.0","3.2","13.8","0.1"
"411",14,"Marquez Callaway",NO,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"412",14,"Zach Pascal",ARI,"0.4","0.0","0.0","0.4","1.7","0.0","0.0","0.0","0.0"
"413",14,"Gardner Minshew II",IND,"13.3","210.7","1.1","0.0","0.0","0.0","2.1","4.4","0.2"
"414",14,"Deneric Prince",KC,"0","0","0","0","0","0","0","0","0"
"415",14,"Tristan Vizcaino",FA,"0","0","0","0","0","0","0","0","0"
"416",14,"Kyle Juszczyk",SF,"1.9","0.0","0.0","0.7","6.5","0.1","0.4","0.4","0.0"
"417",14,"Las Vegas Raiders",LV,"7.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"418",14,"Taylor Heinicke",ATL,"12.6","166.0","1.0","0.0","0.0","0.0","3.0","22.7","0.0"
"419",14,"Kenyan Drake",GB,"0.7","0.0","0.0","0.7","10.3","0.0","0.7","0.0","0.0"
"420",14,"Brock Wright",DET,"1.5","0.0","0.0","0.9","6.5","0.1","0.0","0.0","0.0"
"421",14,"Julius Chestnut",TEN,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"422",14,"Jordan Akins",CLE,"0.8","0.0","0.0","0.6","4.4","0.0","0.0","0.0","0.0"
"423",14,"Trenton Irwin",CIN,"3.2","0.0","0.0","1.6","19.9","0.1","0.0","0.0","0.0"
"424",14,"Dontrell Hilliard",FA,"0","0","0","0","0","0","0","0","0"
"425",14,"KhaDarel Hodge",ATL,"2.1","0.0","0.0","0.9","16.2","0.0","0.1","0.0","0.0"
"426",14,"Deven Thompkins",TB,"1.8","0.0","0.0","1.1","5.9","0.1","0.6","4.0","0.0"
"427",14,"Jamison Crowder",WAS,"2.0","0.0","0.0","1.1","10.8","0.1","0.0","0.0","0.0"
"428",14,"Jarvis Landry",FA,"0","0","0","0","0","0","0","0","0"
"429",14,"Darrell Henderson Jr.",FA,"9.6","0.0","0.0","2.5","25.8","0.0","11.5","28.0","0.5"
"430",14,"Samori Toure",GB,"1.5","0.0","0.0","0.8","9.3","0.0","0.0","0.0","0.0"
"431",14,"Peyton Hendershot",DAL,"0.4","0.0","0.0","0.4","1.6","0.0","0.2","0.0","0.0"
"432",14,"Colby Parkinson",SEA,"2.4","0.0","0.0","1.2","13.1","0.1","0.0","0.0","0.0"
"433",14,"DeAndre Carter",LV,"0.5","0.0","0.0","0.2","2.6","0.0","0.2","1.3","0.0"
"434",14,"Parker Washington",JAC,"4.3","0.0","0.0","2.0","16.7","0.3","0.0","0.0","0.0"
"435",14,"Tommy Tremble",CAR,"2.9","0.0","0.0","1.2","9.1","0.2","0.0","0.0","0.0"
"436",14,"Julio Jones",PHI,"1.4","0.0","0.0","0.8","2.8","0.1","0.0","0.0","0.0"
"437",14,"Jalen Nailor",MIN,"0.7","0.0","0.0","0.5","4.8","0.0","0.0","0.0","0.0"
"438",14,"Brandon Johnson",DEN,"3.4","0.0","0.0","0.8","12.2","0.3","0.0","0.0","0.0"
"439",14,"Josh Oliver",MIN,"2.3","0.0","0.0","1.3","9.4","0.1","0.0","0.0","0.0"
"440",14,"Charlie Jones",CIN,"1.1","0.0","0.0","0.4","1.7","0.0","0.0","0.0","0.0"
"441",14,"Mike White",MIA,"1.0","14.8","0.2","0.0","0.0","0.0","1.4","-1.8","0.0"
"442",14,"Ronnie Rivers",LAR,"1.6","0.0","0.0","0.6","2.6","0.0","2.7","11.0","0.0"
"443",14,"Brenton Strange",JAC,"1.0","0.0","0.0","0.4","3.1","0.1","0.0","0.0","0.0"
"444",14,"Mike Boone",FA,"1.1","0.0","0.0","0.8","4.4","0.0","0.6","2.6","0.0"
"445",14,"Ty Montgomery II",FA,"0.6","0.0","0.0","0.4","3.1","0.0","0.2","0.7","0.0"
"446",14,"Marquise Goodwin",CLE,"1.2","0.0","0.0","0.4","6.7","0.0","0.4","3.3","0.0"
"447",14,"Velus Jones Jr.",CHI,"0.8","0.0","0.0","0.4","1.8","0.0","0.5","4.1","0.0"
"448",14,"Aidan O'Connell",LV,"11.6","201.6","1.0","0.0","0.0","0.0","0.9","1.4","0.1"
"449",14,"Kevin Harris",NE,"8.5","0.0","0.0","0.0","0.0","0.0","4.0","25.0","1.0"
"450",14,"Emari Demercado",ARI,"4.8","0.0","0.0","1.2","6.4","0.0","5.1","24.9","0.2"
"451",14,"Darrel Williams",FA,"0","0","0","0","0","0","0","0","0"
"452",14,"Jeremy Ruckert",NYJ,"1.7","0.0","0.0","1.1","10.8","0.0","0.0","0.0","0.0"
"453",14,"Tre'Quan Smith",DEN,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"454",14,"Scott Miller",ATL,"1.7","0.0","0.0","0.6","5.7","0.1","0.0","0.0","0.0"
"455",14,"Brandon Bolden",LV,"2.8","0.0","0.0","0.0","0.0","0.0","0.7","8.3","0.3"
"456",14,"Dontayvion Wicks",GB,"5.3","0.0","0.0","2.4","37.8","0.1","0.1","0.1","0.0"
"457",14,"Jameis Winston",NO,"2.5","44.0","0.3","0.0","0.0","0.0","0.8","-1.0","0.0"
"458",14,"Jimmy Graham",NO,"3.1","0.0","0.0","0.6","3.9","0.4","0.0","0.0","0.0"
"459",15,"Keaton Mitchell",BAL,"9.3","0.0","0.0","1.3","13.3","0.0","6.7","56.6","0.3"
"460",15,"Ty Johnson",BUF,"3.5","0.0","0.0","0.9","7.6","0.1","3.4","15.0","0.0"
"461",15,"Andrei Iosivas",CIN,"1.8","0.0","0.0","0.7","5.7","0.1","0.0","0.0","0.0"
"462",15,"Mark Ingram II",FA,"0","0","0","0","0","0","0","0","0"
"463",15,"Rakim Jarrett",TB,"0.8","0.0","0.0","0.4","6.0","0.0","0.1","0.0","0.0"
"464",15,"Equanimeous St. Brown",CHI,"1.3","0.0","0.0","0.8","8.8","0.0","0.0","0.0","0.0"
"465",15,"Travis Homer",CHI,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"466",15,"Jalen Guyton",LAC,"2.8","0.0","0.0","1.4","12.7","0.1","0.0","0.0","0.0"
"467",15,"Tanner Brown",FA,"0","0","0","0","0","0","0","0","0"
"468",15,"Teagan Quitoriano",HOU,"0.6","0.0","0.0","0.3","4.7","0.0","0.0","0.0","0.0"
"469",15,"Colt McCoy",FA,"0","0","0","0","0","0","0","0","0"
"470",15,"Ian Thomas",CAR,"0.8","0.0","0.0","0.4","5.7","0.0","0.0","0.0","0.0"
"471",15,"Emanuel Wilson",GB,"1.8","0.0","0.0","0.6","3.3","0.0","2.0","12.1","0.0"
"472",15,"Chris Brooks",MIA,"3.1","0.0","0.0","0.0","0.0","0.0","5.0","31.3","0.0"
"473",15,"Anthony McFarland Jr.",FA,"0.7","0.0","0.0","0.7","3.7","0.0","0.0","0.0","0.0"
"474",15,"Corey Clement",ARI,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"475",15,"Erik Ezukanma",MIA,"1.1","0.0","0.0","0.0","0.0","0.0","2.5","11.0","0.0"
"476",15,"John Bates",WAS,"1.5","0.0","0.0","1.1","9.4","0.0","0.0","0.0","0.0"
"477",15,"Kenny Golladay",FA,"0","0","0","0","0","0","0","0","0"
"478",15,"Tyler Huntley",BAL,"2.4","12.7","0.3","0.0","0.0","0.0","2.0","5.3","0.0"
"479",15,"Elijah Higgins",ARI,"2.4","0.0","0.0","1.0","11.6","0.1","0.0","0.0","0.0"
"480",15,"James Mitchell",DET,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"481",15,"Dare Ogunbowale",HOU,"1.2","0.0","0.0","0.3","2.6","0.0","0.9","4.1","0.0"
"482",15,"Josiah Deguara",GB,"0.9","0.0","0.0","0.7","5.4","0.0","0.0","0.0","0.0"
"483",15,"Josh Whyle",TEN,"1.8","0.0","0.0","0.8","8.5","0.1","0.0","0.0","0.0"
"484",15,"Ko Kieft",TB,"0.5","0.0","0.0","0.1","0.1","0.1","0.0","0.0","0.0"
"485",15,"Rex Burkhead",FA,"0","0","0","0","0","0","0","0","0"
"486",15,"Malik Willis",TEN,"1.0","24.7","0.0","0.0","0.0","0.0","1.7","7.0","0.0"
"487",15,"Tre Tucker",LV,"3.5","0.0","0.0","0.8","16.9","0.2","0.6","4.7","0.0"
"488",15,"Elijah Dotson",LAC,"0.7","0.0","0.0","0.5","3.3","0.0","1.0","1.5","0.0"
"489",15,"Zach Wilson",NYJ,"10.6","189.3","0.7","0.0","0.0","0.0","3.0","17.6","0.0"
"490",15,"Hunter Long",LAR,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"491",15,"Brandon Powell",MIN,"3.2","0.0","0.0","1.8","19.2","0.1","0.4","1.2","0.0"
"492",15,"Jason Brownlee",NYJ,"0.8","0.0","0.0","0.5","5.0","0.0","0.0","0.0","0.0"
