RK,TIERS,PLAYER NAME,TEAM,FAN PTS,PASS YDS,PASS TDS,REC,REC YDS,REC TDS,ATT,RUSH YDS,RUSH TDS
55,5,Darren Waller,LV,106,0,0,55,665,2,0,0,0
56,5,Marquise Brown,ARI,180.8,0,0,91,1008,6,1,5,0
57,5,Darnell Mooney,CHI,179.2,0,0,81,1055,4,6,32,1
58,5,Antonio Gibson,WAS,208.1,0,0,42,294,3,258,1037,7
59,6,Kyler Murray,ARI,310.48,3787,24,0,0,0,88,423,5
60,6,Jerry Jeudy,DEN,66,0,0,38,467,0,2,3,0
61,6,Gabriel Davis,BUF,108.4,0,0,35,549,6,0,0,0
62,6,Chase Edmonds,MIA,121.8,0,0,43,311,0,116,592,2
63,6,Jalen Hurts,PHI,321.16,3144,16,0,0,0,139,784,10
64,6,Rashod Bateman,BAL,80.5,0,0,46,515,1,0,0,0
65,6,Dalton Schultz,DAL,169.8,0,0,78,808,8,0,0,0
66,6,Chris Godwin,TB,193.4,0,0,98,1103,5,4,21,1
67,6,Michael Thomas,NO,0,0,0,0,0,0,0,0,0
68,6,Clyde Edwards-Helaire,KC,107,0,0,19,118,2,119,517,4
69,6,Amon-Ra St. Brown,DET,182.3,0,0,90,912,5,7,61,1
70,6,Damien Harris,NE,201.1,0,0,18,132,0,202,929,15
71,6,JuJu Smith-Schuster,KC,27.3,0,0,15,129,0,3,9,1
72,6,Amari Cooper,CLE,168.5,0,0,68,865,8,0,0,0
73,6,Miles Sanders,PHI,104.2,0,0,26,158,0,137,754,0
74,6,Elijah Moore,NYJ,116.7,0,0,43,538,5,5,54,1
75,6,Rashaad Penny,SEA,118.7,0,0,6,48,0,119,749,6
76,6,Joe Burrow,CIN,328.24,4611,34,0,0,0,40,118,2
77,6,Kareem Hunt,CLE,99,0,0,22,174,0,78,386,5
78,6,Tony Pollard,DAL,143.1,0,0,39,337,0,130,719,2
79,6,Dameon Pierce,HOU,0,0,0,0,0,0,0,0,0
80,6,Rhamondre Stevenson,NE,107.9,0,0,14,123,0,133,606,5
81,6,Dallas Goedert,PHI,137,0,0,56,830,4,0,0,0
82,6,Adam Thielen,MIN,166.3,0,0,67,726,10,1,2,0
83,6,Tom Brady,TB,386.74,5316,43,0,0,0,28,81,2
84,6,Russell Wilson,DEN,248.82,3113,25,0,0,0,43,183,2
85,6,T.J. Hockenson,DET,114.8,0,0,61,583,4,0,0,0
86,6,Cordarrelle Patterson,ATL,208.6,0,0,52,548,5,153,618,6
87,6,Devin Singletary,BUF,177.8,0,0,40,228,1,188,870,7
88,7,Brandon Aiyuk,SF,142.3,0,0,56,826,5,5,17,0
89,7,Dak Prescott,DAL,330.56,4449,37,0,0,0,48,146,1
90,7,DeVonta Smith,PHI,153.6,0,0,64,916,5,0,0,0
91,7,Melvin Gordon III,DEN,181.2,0,0,28,213,2,203,918,8
92,7,Drake London,ATL,0,0,0,0,0,0,0,0,0
93,7,Allen Lazard,GB,122.5,0,0,40,513,8,3,32,0
94,7,Hunter Renfrow,LV,207.6,0,0,103,1038,9,3,3,0
95,7,Trey Lance,SF,66.92,603,5,0,0,0,38,168,1
96,7,Zach Ertz,ARI,143.7,0,0,74,763,5,1,4,0
97,7,Christian Kirk,JAC,169.12,0,0,77,982,5,1,11,0
98,7,Tyler Lockett,SEA,204.9,0,0,73,1175,8,2,9,0
99,7,Aaron Rodgers,GB,336.8,4115,37,0,0,0,33,101,3
100,7,Matthew Stafford,LAR,346.74,4886,41,0,0,0,32,43,0
101,7,Ken Walker III,SEA,0,0,0,0,0,0,0,0,0
102,7,DeAndre Hopkins,ARI,126.2,0,0,42,572,8,0,0,0
103,7,Robert Woods,TEN,114.7,0,0,45,556,4,8,46,1
104,7,James Cook,BUF,0,0,0,0,0,0,0,0,0
105,7,Dawson Knox,BUF,139.6,0,0,49,587,9,0,4,0
106,7,Darrell Henderson Jr.,LAR,148.9,0,0,29,176,3,149,688,5
107,7,Michael Carter,NYJ,136.4,0,0,36,325,0,147,639,4
108,7,Kadarius Toney,NYG,62.86,0,0,39,420,0,3,6,0
109,7,Kirk Cousins,MIN,307.34,4221,33,0,0,0,29,115,1
110,7,Derek Carr,LV,270.96,4804,23,0,0,0,40,108,0
111,7,Pat Freiermuth,PIT,121.7,0,0,60,497,7,0,0,0
112,7,Cole Kmet,CHI,91.2,0,0,60,612,0,1,0,0
113,7,Chris Olave,NO,0,0,0,0,0,0,0,0,0
114,8,James Robinson,JAC,158.4,0,0,31,222,0,164,767,8
115,8,Nyheim Hines,IND,92.6,0,0,40,310,1,56,276,2
116,8,Treylon Burks,TEN,0,0,0,0,0,0,0,0,0
117,8,Chase Claypool,PIT,137.1,0,0,59,860,2,14,96,0
118,8,Alexander Mattison,MIN,109.9,0,0,32,228,1,134,491,3
119,8,Kenneth Gainwell,PHI,106.9,0,0,33,253,1,68,291,5
120,8,Tyler Boyd,CIN,150.34,0,0,67,828,5,2,22,0
121,8,Garrett Wilson,NYJ,0,0,0,0,0,0,0,0,0
122,8,Russell Gage,TB,130,0,0,66,770,4,0,0,0
123,8,Jakobi Meyers,NE,144.8,0,0,83,866,2,1,9,0
124,8,Skyy Moore,KC,0,0,0,0,0,0,0,0,0
125,8,Tua Tagovailoa,MIA,190.92,2653,16,0,0,0,42,128,3
126,8,Hunter Henry,NE,139.3,0,0,50,603,9,0,0,0
127,8,J.D. McKissic,WAS,106.4,0,0,43,397,2,48,212,2
128,8,Justin Fields,CHI,136.8,1870,7,0,0,0,72,420,2
129,8,Khalil Herbert,CHI,71.9,0,0,14,96,0,103,433,2
130,8,Marquez Valdes-Scantling,KC,74,0,0,26,430,3,0,0,0
131,8,Jamaal Williams,DET,106.8,0,0,26,157,0,153,601,3
132,8,George Pickens,PIT,0,0,0,0,0,0,0,0,0
133,8,Mike Gesicki,MIA,128.5,0,0,73,780,2,0,0,0
134,8,Raheem Mostert,MIA,2,0,0,0,0,0,2,20,0
135,8,Trevor Lawrence,JAC,216.04,3641,12,0,0,0,73,334,2
136,8,Irv Smith Jr.,MIN,0,0,0,0,0,0,0,0,0
137,8,DeVante Parker,NE,83.5,0,0,40,515,2,0,0,0
138,8,Jarvis Landry,NO,107,0,0,52,570,2,6,40,2
139,8,Michael Gallup,DAL,74,0,0,35,445,2,0,0,0
140,8,Rondale Moore,ARI,82.1,0,0,54,435,1,18,76,0
141,8,Albert Okwuegbunam,DEN,59.5,0,0,33,330,2,0,0,0
142,8,DJ Chark Jr.,DET,30.9,0,0,7,154,2,0,0,0
143,8,David Njoku,CLE,89.6,0,0,36,475,4,1,1,0
144,8,Jahan Dotson,WAS,0,0,0,0,0,0,0,0,0
145,8,Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,0
146,8,Noah Fant,SEA,125,0,0,68,670,4,0,0,0
147,8,Julio Jones,TB,64.9,0,0,31,434,1,0,0,0
148,8,Jameis Winston,NO,120.4,1170,14,0,0,0,32,166,1
149,8,Matt Ryan,IND,234.92,3968,20,0,0,0,40,82,1
150,8,Rachaad White,TB,0,0,0,0,0,0,0,0,0
151,9,Kenny Golladay,NYG,70.6,0,0,37,521,0,0,0,0
152,9,Gerald Everett,LAC,93.8,0,0,48,478,4,3,20,0
153,9,Tyler Higbee,LAR,116.5,0,0,61,560,5,0,0,0
154,9,Nico Collins,HOU,67.1,0,0,33,446,1,0,0,0
155,9,Ryan Tannehill,TEN,282.36,3734,21,0,0,0,55,270,7
156,9,Robert Tonyan,GB,41.4,0,0,18,204,2,0,0,0
157,9,Isaiah Spiller,LAC,0,0,0,0,0,0,0,0,0
158,9,Buffalo Bills,BUF,151,0,0,0,0,0,0,0,0
159,9,Evan Engram,JAC,79.5,0,0,46,408,3,1,-3,0
160,9,Tampa Bay Buccaneers,TB,141,0,0,0,0,0,0,0,0
161,9,Joshua Palmer,LAC,76.4,0,0,33,353,4,1,6,0
162,9,Austin Hooper,TEN,73.5,0,0,38,345,3,0,0,0
163,9,Corey Davis,NYJ,88.2,0,0,34,492,4,0,0,0
164,9,Daniel Jones,NYG,174.02,2428,10,0,0,0,62,298,2
165,9,Mark Ingram II,NO,95.1,0,0,27,162,0,160,554,2
166,9,K.J. Osborn,MIN,133.5,0,0,50,655,7,1,10,0
167,9,Mecole Hardman,KC,111.4,0,0,59,693,2,8,46,0
168,9,San Francisco 49ers,SF,118,0,0,0,0,0,0,0,0
169,9,Robbie Anderson,CAR,112,0,0,53,519,5,3,36,0
170,9,Zamir White,LV,0,0,0,0,0,0,0,0,0
171,9,Mac Jones,NE,237.94,3801,22,0,0,0,44,129,0
172,9,Van Jefferson,LAR,143.2,0,0,50,802,6,2,20,0
173,9,Indianapolis Colts,IND,138,0,0,0,0,0,0,0,0
174,9,Justin Tucker,BAL,162,0,0,0,0,0,0,0,0
175,9,Denver Broncos,DEN,119,0,0,0,0,0,0,0,0
176,9,Marvin Jones Jr.,JAC,143.7,0,0,73,832,4,0,0,0
177,9,New Orleans Saints,NO,145,0,0,0,0,0,0,0,0
178,9,Brian Robinson Jr.,WAS,0,0,0,0,0,0,0,0,0
179,9,Hayden Hurst,CIN,51.1,0,0,26,221,3,0,0,0
180,9,Logan Thomas,WAS,44.6,0,0,18,196,3,0,0,0
181,9,Los Angeles Rams,LAR,121,0,0,0,0,0,0,0,0
182,9,Jameson Williams,DET,0,0,0,0,0,0,0,0,0
183,9,Gus Edwards,BAL,0,0,0,0,0,0,0,0,0
184,9,Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,0
185,9,Darrel Williams,ARI,172.5,0,0,47,452,2,144,558,6
186,9,Tyler Bass,BUF,143,0,0,0,0,0,0,0,0
187,9,New England Patriots,NE,158,0,0,0,0,0,0,0,0
188,9,D'Onta Foreman,CAR,89.4,0,0,9,123,0,133,566,3
189,10,Carson Wentz,WAS,265.02,3563,27,0,0,0,57,215,1
190,10,Jalen Tolbert,DAL,0,0,0,0,0,0,0,0,0
191,10,Christian Watson,GB,0,0,0,0,0,0,0,0,0
192,10,Isiah Pacheco,KC,0,0,0,0,0,0,0,0,0
193,10,Matt Gay,LAR,159,0,0,0,0,0,0,0,0
194,10,Los Angeles Chargers,LAC,78,0,0,0,0,0,0,0,0
195,10,Jared Goff,DET,202.5,3245,19,0,0,0,17,87,0
196,10,KJ Hamler,DEN,9.9,0,0,5,74,0,0,0,0
197,10,Dallas Cowboys,DAL,185,0,0,0,0,0,0,0,0
198,10,Evan McPherson,CIN,154,0,0,0,0,0,0,0,0
199,10,Donovan Peoples-Jones,CLE,92.7,0,0,34,597,3,0,0,0
200,10,Boston Scott,PHI,92.1,0,0,13,83,0,87,373,7
201,10,Daniel Carlson,LV,174,0,0,0,0,0,0,0,0
202,10,Curtis Samuel,WAS,6.8,0,0,6,27,0,4,11,0
203,10,Parris Campbell,IND,27.2,0,0,10,162,1,0,0,0
204,10,Isaiah McKenzie,BUF,42.5,0,0,20,178,1,9,47,1
205,10,Zach Wilson,NYJ,162.86,2334,9,0,0,0,29,185,4
206,10,Baker Mayfield,CAR,193.9,3010,17,0,0,0,37,134,1
207,10,Alec Pierce,IND,0,0,0,0,0,0,0,0,0
208,10,Green Bay Packers,GB,117,0,0,0,0,0,0,0,0
209,10,Brevin Jordan,HOU,45.8,0,0,20,178,3,0,0,0
210,10,Kendrick Bourne,NE,153,0,0,55,800,5,12,125,0
211,10,Miami Dolphins,MIA,155,0,0,0,0,0,0,0,0
212,10,Jamison Crowder,BUF,84.2,0,0,51,447,2,0,0,0
213,10,Romeo Doubs,GB,0,0,0,0,0,0,0,0,0
214,10,Ryan Succop,TB,138,0,0,0,0,0,0,0,0
215,10,David Bell,CLE,0,0,0,0,0,0,0,0,0
216,10,Kansas City Chiefs,KC,131,0,0,0,0,0,0,0,0
217,10,Harrison Butker,KC,140,0,0,0,0,0,0,0,0
218,10,Ronald Jones II,KC,74.2,0,0,10,64,0,101,428,4
219,10,Davis Mills,HOU,166.96,2664,16,0,0,0,18,44,0
220,10,Samaje Perine,CIN,69.7,0,0,27,196,1,55,246,1
221,10,Sterling Shepard,NYG,59.7,0,0,36,366,1,1,-9,0
222,10,A.J. Green,ARI,129.8,0,0,54,848,3,0,0,0
223,10,Marlon Mack,FA,11.9,0,0,2,8,0,28,101,0
224,10,Jeff Wilson Jr.,SF,48,0,0,7,31,0,79,294,2
225,10,Cleveland Browns,CLE,104,0,0,0,0,0,0,0,0
226,10,Matt Prater,ARI,154,0,0,0,0,0,0,0,0
227,10,Baltimore Ravens,BAL,85,0,0,0,0,0,0,0,0
228,10,Philadelphia Eagles,PHI,111,0,0,0,0,0,0,0,0
229,10,Mo Alie-Cox,IND,67.6,0,0,24,316,4,0,0,0
230,10,Jerick McKinnon,KC,29.4,0,0,13,107,1,12,62,0
231,10,Pittsburgh Steelers,PIT,111,0,0,0,0,0,0,0,0
232,10,Jason Sanders,MIA,115,0,0,0,0,0,0,0,0
233,10,Damien Williams,ATL,52.7,0,0,16,103,1,40,164,2
234,10,Tyrion Davis-Price,SF,0,0,0,0,0,0,0,0,0
235,10,Rodrigo Blankenship,IND,45,0,0,0,0,0,0,0,0
236,10,Younghoe Koo,ATL,125,0,0,0,0,0,0,0,0
237,10,D'Ernest Johnson,CLE,94.6,0,0,19,137,0,100,534,3
238,11,Mike Davis,BAL,116.2,0,0,44,259,1,138,503,3
239,11,Chuba Hubbard,CAR,125.1,0,0,25,174,1,172,612,5
240,11,Nick Folk,NE,171,0,0,0,0,0,0,0,0
241,11,Jonnu Smith,NE,53.4,0,0,28,294,1,9,40,0
242,11,Brandon McManus,DEN,129,0,0,0,0,0,0,0,0
243,11,Laviska Shenault Jr.,CAR,95.5,0,0,63,619,0,11,41,0
244,11,Sony Michel,FA,135.8,0,0,21,128,1,208,845,4
245,11,Marcus Mariota,ATL,14.86,4,0,0,0,0,13,87,1
246,11,Zay Jones,JAC,82.4,0,0,47,546,1,2,3,0
247,11,Robbie Gould,SF,112,0,0,0,0,0,0,0,0
248,11,Terrace Marshall Jr.,CAR,24.3,0,0,17,138,0,0,0,0
249,11,Arizona Cardinals,ARI,126,0,0,0,0,0,0,0,0
250,11,Jake Elliott,PHI,150,0,0,0,0,0,0,0,0
251,11,Dustin Hopkins,LAC,147,0,0,0,0,0,0,0,0
252,11,Byron Pringle,CHI,105.8,0,0,42,568,5,0,0,0
253,11,Rex Burkhead,HOU,91.8,0,0,25,186,0,122,427,3
254,11,Tennessee Titans,TEN,123,0,0,0,0,0,0,0,0
255,11,Trey Sermon,SF,26.8,0,0,3,26,0,41,167,1
256,11,Cincinnati Bengals,CIN,108,0,0,0,0,0,0,0,0
257,11,Zack Moss,BUF,93.7,0,0,23,197,1,96,345,4
258,11,Braxton Berrios,NYJ,98.1,0,0,46,431,2,7,40,2
259,11,Randall Cobb,GB,79.6,0,0,28,375,5,1,1,0
260,11,Carolina Panthers,CAR,89,0,0,0,0,0,0,0,0
261,11,Greg Zuerlein,NYJ,140,0,0,0,0,0,0,0,0
262,11,Wil Lutz,NO,0,0,0,0,0,0,0,0,0
263,11,Bryan Edwards,ATL,92.1,0,0,34,571,3,1,0,0
