"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"448",15,"Jermar Jefferson",DET,"RB124","340","417","374.4","23.5","-"
"449",15,"Jake Ferguson",DAL,"TE63","315","446","374.5","46.4","-"
"450",15,"Mike Boone",DEN,"RB125","294","457","366.3","54.9","-"
"451",15,"Justyn Ross",KC,"WR150","223","428","338.4","66.9","-145"
"452",15,"Miles Boykin",PIT,"WR151","333","509","388.0","56.6","-"
"453",15,"Dare Ogunbowale",HOU,"RB126","324","437","358.3","40.1","-"
"454",15,"Mack Hollins",LV,"WR152","271","441","343.2","57.9","-"
"455",15,"Jeremy McNichols",PIT,"RB127","255","440","353.0","66.9","-"
"456",15,"Le'Veon Bell",FA,"RB128","267","432","353.8","57.0","-"
"457",15,"James O'Shaughnessy",CHI,"TE64","321","498","395.1","51.7","-"
"458",15,"Tyler Huntley",BAL,"QB44","315","397","369.5","28.8","-103"
"459",15,"Kevin Harris",NE,"RB129","306","422","354.4","44.1","-"
"460",15,"Kennedy Brooks",PHI,"RB130","289","469","364.0","65.8","-"
"461",15,"Maxx Williams",ARI,"TE65","295","466","364.0","56.4","-"
"462",15,"Phillip Dorsett II",HOU,"WR153","300","473","366.2","62.9","-"
"463",15,"Patrick Ricard",BAL,"RB131","319","487","369.2","60.1","-"
"464",15,"Drew Sample",CIN,"TE66","257","491","373.2","82.2","-"
"465",15,"Jalen Wydermyer",FA,"TE67","289","476","370.4","68.8","-"
"466",15,"Ihmir Smith-Marsette",MIN,"WR154","299","433","365.4","43.5","-"
"467",15,"Jordan Howard",FA,"RB132","342","419","367.0","29.8","-106"
"468",15,"Anthony Miller",PIT,"WR155","336","492","378.4","57.5","-"
"469",15,"Chigoziem Okonkwo",TEN,"TE68","349","474","396.1","38.4","-"
"470",15,"Lirim Hajrullahu",DAL,"K39","218","429","322.3","86.2","-188"
"471",15,"Blake Bell",KC,"TE69","287","504","383.8","70.2","-"
"472",15,"Durham Smythe",MIA,"TE70","358","519","396.8","55.6","-"
"473",15,"Scotty Miller",TB,"WR156","326","397","373.6","26.1","-"
"474",15,"Tyler Kroft",SF,"TE71","280","478","364.5","84.6","-"
"475",15,"Ryquell Armstead",JAC,"RB133","288","479","382.2","60.5","-"
"476",15,"Charlie Kolar",BAL,"TE72","294","459","362.8","69.2","-"
"477",15,"Larry Rountree III",LAC,"RB134","313","477","383.6","62.8","-"
"478",15,"Demetric Felton Jr.",CLE,"RB135","290","460","363.8","66.4","-"
"479",15,"Dez Fitzpatrick",TEN,"WR157","333","464","381.2","45.3","-"
"480",15,"Breshad Perriman",TB,"WR158","330","449","380.2","39.2","-97"
"481",15,"Damiere Byrd",ATL,"WR159","322","415","380.8","31.7","-"
"482",15,"Gardner Minshew II",PHI,"QB45","318","451","381.8","52.3","-"
"483",15,"Jaelon Darden",TB,"WR160","256","392","339.0","59.4","-142"
"484",15,"Justin Watson",KC,"WR161","202","506","359.3","124.3","-"
"485",15,"Jacob Harris",LAR,"TE73","326","435","366.5","41.7","-"
"486",15,"C.J. Ham",MIN,"RB136","312","510","382.5","79.8","-"
"487",15,"Bisi Johnson",MIN,"WR162","283","425","367.3","52.0","-"
"488",15,"Nick Boyle",BAL,"TE74","294","483","377.0","67.8","-"
"489",15,"Cole Turner",WAS,"TE75","282","514","397.4","74.6","-"
"490",15,"Chris Moore",HOU,"WR163","311","372","343.0","25.0","-"
"491",15,"Ty Chandler",MIN,"RB137","258","485","359.0","94.3","-"
"492",15,"Kendall Blanton",LAR,"TE76","307","505","398.8","67.1","-"
"493",15,"Zach Gentry",PIT,"TE77","288","524","403.2","77.0","-"
"494",15,"Tre' McKitty",LAC,"TE78","313","484","396.0","62.8","-"
"495",15,"J.J. Taylor",NE,"RB138","327","493","398.2","55.5","-"
"496",15,"Royce Freeman",HOU,"RB139","277","332","304.5","27.5","-"
"497",15,"Marcedes Lewis",GB,"TE79","373","502","408.7","45.7","-"
"498",15,"Jashaun Corbin",NYG,"RB140","303","461","379.5","67.7","-"
"499",15,"Cyril Grayson Jr.",TB,"WR164","296","503","371.3","93.4","-"
"500",15,"Preston Williams",MIA,"WR165","357","520","405.6","58.6","-"
"501",15,"Qadree Ollison",ATL,"RB141","308","384","354.7","33.4","-"
"502",15,"Eddy Pineiro",NYJ,"K40","295","470","362.7","76.8","-"
"503",15,"Trent Sherfield",MIA,"WR166","336","515","395.0","70.8","-"
"504",15,"Taylor Heinicke",WAS,"QB46","332","454","393.4","38.8","-"
"505",15,"Gary Brightwell",NYG,"RB142","305","482","367.3","81.2","-"
"506",15,"Kylin Hill",GB,"RB143","316","455","380.5","49.5","-"
"507",15,"Ryan Griffin",CHI,"TE80","335","462","395.2","46.9","-"
"508",15,"Noah Gray",KC,"TE81","276","481","388.0","77.1","-"
"509",15,"Chester Rogers",HOU,"WR167","342","376","359.0","13.9","-"
"510",15,"Brandon Zylstra",CAR,"WR168","277","356","316.5","39.5","-"
"511",15,"Trayveon Williams",CIN,"RB144","323","380","360.3","26.4","-"
"512",15,"Zonovan Knight",NYJ,"RB145","310","475","369.7","74.7","-"
"513",15,"Keith Smith",ATL,"RB146","335","523","401.3","72.3","-"
"514",15,"DeSean Jackson",FA,"WR169","294","463","386.5","68.0","-"
"515",15,"Albert Wilson",MIN,"WR170","289","351","320.0","31.0","-"
"516",15,"Tajae Sharpe",CHI,"WR171","300","342","321.0","21.0","-"
"517",16,"Marcus Johnson",SF,"WR172","281","368","324.5","43.5","-"
"518",16,"Keke Coutee",IND,"WR173","339","399","366.3","24.8","-"
"519",16,"Dante Pettis",CHI,"WR174","313","343","328.0","15.0","-"
"520",16,"Simi Fehoko",DAL,"WR175","301","356","328.5","27.5","-"
"521",16,"Alec Ingold",MIA,"RB147","321","489","382.0","75.9","-"
"522",16,"Joe Flacco",NYJ,"QB47","327","331","329.0","2.0","-"
"523",16,"Sam Howell",WAS,"QB48","322","337","329.5","7.5","-"
"524",16,"Andrew Jacas",SF,"K41","324","486","383.0","73.1","-"
"525",16,"Carlos Martinez",DAL,"K42","321","465","377.3","62.8","-"
"526",16,"Hunter Long",MIA,"TE82","343","490","401.0","55.5","-"
"527",16,"Montrell Washington",DEN,"WR176","286","384","335.0","49.0","-"
"528",16,"David Moore",CHI,"WR177","321","354","337.5","16.5","-"
"529",16,"Jacob Hollister",LV,"TE83","306","512","395.7","86.2","-"
"530",16,"Dezmon Patmon",IND,"WR178","318","359","338.5","20.5","-"
"531",16,"Pooka Williams Jr.",FA,"RB148","327","357","342.0","15.0","-"
"532",16,"Andy Dalton",NO,"QB49","322","467","400.8","54.1","-143"
"533",16,"Collin Johnson",NYG,"WR179","331","362","346.5","15.5","-"
"534",16,"Nick Vannett",NO,"TE84","303","480","391.3","72.3","-"
"535",16,"Chris Manhertz",JAC,"TE85","312","388","350.0","38.0","-"
"536",16,"Jakob Johnson",LV,"RB149","337","516","406.0","78.6","-"
"537",16,"Devine Ozigbo",NO,"RB150","333","384","358.5","25.5","-"
"538",16,"Cam Sims",WAS,"WR180","345","513","410.0","73.7","-198"
"539",16,"Erik Ezukanma",MIA,"WR181","321","401","361.0","40.0","-"
"540",16,"James Mitchell",DET,"TE86","346","376","361.0","15.0","-"
"541",16,"Jalen Nailor",MIN,"WR182","355","507","412.3","67.4","-183"
"542",16,"Jordan Love",GB,"QB50","286","500","393.0","107.0","-137"
"543",16,"Michael Burton",KC,"RB151","342","393","367.5","25.5","-"
"544",16,"Godwin Igwebuike",DET,"RB152","349","495","413.0","61.0","-"
"545",16,"Jerrion Ealy",KC,"RB153","312","497","414.3","76.8","-212"
"546",16,"Ross Dwelley",SF,"TE87","301","499","400.0","99.0","-"
"547",16,"Marquise Goodwin",SEA,"WR183","360","517","423.0","67.7","-193"
"548",16,"Julius Chestnut",TEN,"RB154","306","494","400.0","94.0","-"
"549",16,"Josh Gordon",KC,"WR184","373","501","419.0","58.1","-207"
"550",16,"Lil'Jordan Humphrey",NE,"WR185","370","389","379.5","9.5","-"
"551",16,"Deon Jackson",IND,"RB155","380","386","383.0","3.0","-"
"552",16,"La'Mical Perine",NYJ,"RB156","380","389","384.5","4.5","-"
"553",16,"Brycen Hopkins",LAR,"TE88","348","435","391.5","43.5","-"
"554",16,"Sincere McCormick",LV,"RB157","361","508","431.7","60.1","-"
"555",16,"Travis Fulgham",DEN,"WR186","367","522","438.3","63.9","-"
"556",16,"Johnny Mundt",MIN,"TE89","360","518","439.0","79.0","-"
"557",16,"Mason Rudolph",PIT,"QB51","387","453","420.0","33.0","-"
"558",16,"Rico Dowdle",DAL,"RB158","420","472","446.0","26.0","-"
